NO.;DATE;PROUCTION;PANEN
228;2013-10-01;152.360;37.141
229;2013-10-02;121.830;32.013
230;2013-10-03;146.350;36.421
231;2013-10-04;88.660;35.205
232;2013-10-05;165.700;44.669
233;2013-10-07;84.000;26.767
234;2013-10-08;161.710;39.297
235;2013-10-09;127.670;28.165
236;2013-10-10;101.010;20.564
237;2013-10-11;134.710;30.519
238;2013-10-12;117.400;27.058
239;2013-10-16;123.990;38.274
240;2013-10-17;173.070;43.810
241;2013-10-18;117.550;49.450
242;2013-10-19;106.660;38.432
243;2013-10-21;152.690;42.858
244;2013-10-22;220.100;46.150
245;2013-10-23;192.940;41.860
246;2013-10-24;184.280;42.510
247;2013-10-25;119.650;32.370
248;2013-10-26;183.370;25.997
249;2013-10-28;221.860;31.548
250;2013-10-29;113.710;38.701
251;2013-10-30;129.120;35.389
252;2013-10-31;125.560;51.027
253;2013-11-01;106.540;49.227
254;2013-11-02;135.800;54.563
255;2013-11-04;129.560;45.866
256;2013-11-05;12.910;11.466
257;2013-11-06;90.580;36.457
258;2013-11-07;127.830;48.297
259;2013-11-08;96.910;46.127
260;2013-11-09;140.560;42.695
261;2013-11-11;110.190;46.158
262;2013-11-12;142.020;35.749
263;2013-11-13;169.600;41.543
264;2013-11-14;142.520;41.180
265;2013-11-15;143.380;46.045
266;2013-11-16;163.150;42.740
267;2013-11-18;140.540;37.916
268;2013-11-19;155.600;40.520
269;2013-11-20;120.010;41.499
270;2013-11-21;176.330;46.997
271;2013-11-22;150.080;49.163
272;2013-11-23;139.670;45.884
273;2013-11-25;154.200;51.204
274;2013-11-26;161.690;48.581
275;2013-11-27;153.970;47.275
276;2013-11-28;137.440;52.191
277;2013-11-29;154.740;46.460
278;2013-11-30;148.410;42.961
279;2013-12-02;163.700;40.937
280;2013-12-03;156.153;43.342
281;2013-12-04;200.330;44.720
282;2013-12-05;147.300;52.061
283;2013-12-06;112.200;45.450
284;2013-12-07;152.620;44.291
285;2013-12-09;132.450;46.508
286;2013-12-10;200.660;47.149
287;2013-12-11;159.500;44.419
288;2013-12-12;213.732;46.209
289;2013-12-13;178.330;51.436
290;2013-12-14;127.200;49.792
291;2013-12-16;127.490;42.881
292;2013-12-17;114.970;47.021
293;2013-12-18;143.800;45.235
294;2013-12-19;122.820;51.281
295;2013-12-20;99.850;43.600
296;2013-12-21;151.120;47.012
297;2013-12-23;128.350;47.408
298;2013-12-24;144.350;47.840
299;2013-12-26;139.250;43.290
300;2013-12-27;117.600;43.810
301;2013-12-28;141.089;41.301
302;2013-12-30;160.130;47.970
303;2013-12-31;75.490;37.700
304;2014-01-02;55.830;20.560
305;2014-01-03;105.072;26.390
306;2014-01-04;98.848;25.407
307;2014-01-05;145.850;16.505
308;2014-01-06;52.770;24.697
309;2014-01-07;86.120;39.754
310;2014-01-08;126.840;46.840
311;2014-01-09;98.030;48.274
312;2014-01-10;113.130;32.760
313;2014-01-11;110.750;29.250
314;2014-01-13;62.600;28.694
315;2014-01-15;98.870;37.538
316;2014-01-16;87.560;40.883
317;2014-01-17;132.000;39.385
318;2014-01-18;132.820;32.794
319;2014-01-20;129.560;30.496
320;2014-01-21;111.240;22.801
321;2014-01-22;87.160;23.017
322;2014-01-23;101.160;22.762
323;2014-01-24;104.340;24.663
324;2014-01-25;96.080;23.772
325;2014-01-27;128.230;33.900
326;2014-01-28;105.370;25.404
327;2014-01-29;110.850;28.127
328;2014-01-30;90.380;24.652
329;2014-02-01;73.400;19.469
330;2014-02-03;128.620;26.282
331;2014-02-04;103.550;22.440
332;2014-02-05;111.910;25.281
333;2014-02-06;90.180;27.716
334;2014-02-07;91.180;28.062
335;2014-02-08;71.770;26.554
336;2014-02-10;82.670;23.422
337;2014-02-11;108.570;27.877
338;2014-02-12;106.010;23.577
339;2014-02-13;125.410;22.254
340;2014-02-14;86.470;24.801
341;2014-02-15;121.380;26.754
342;2014-02-17;121.560;23.310
343;2014-02-18;111.740;29.328
344;2014-02-19;102.850;19.841
345;2014-02-20;104.390;18.482
346;2014-02-21;102.690;27.590
347;2014-02-22;89.340;24.907
348;2014-02-24;126.710;33.303
349;2014-02-25;103.730;25.273
350;2014-02-26;104.150;17.978
351;2014-02-27;90.020;24.700
352;2014-02-28;89.440;17.404
353;2014-03-01;101.160;24.144
354;2014-03-03;6.300;1.899
355;2014-03-04;87.930;16.346
356;2014-03-05;141.520;25.202
357;2014-03-06;144.250;21.246
358;2014-03-07;129.110;31.098
359;2014-03-08;105.020;23.788
360;2014-03-10;141.000;24.170
361;2014-03-11;135.710;26.679
362;2014-03-12;113.750;23.959
363;2014-03-13;119.740;23.232
364;2014-03-14;132.640;30.565
365;2014-03-15;116.030;27.954
366;2014-03-17;147.920;34.968
367;2014-03-18;146.310;27.542
368;2014-03-19;138.370;23.671
369;2014-03-20;143.460;35.306
370;2014-03-21;123.490;30.847
371;2014-03-22;125.010;27.577
372;2014-03-24;196.430;29.683
373;2014-03-25;138.050;32.513
374;2014-03-26;111.450;32.864
375;2014-03-27;108.290;26.650
376;2014-03-28;89.250;26.115
377;2014-03-29;89.040;27.416
378;2014-03-30;56.820;16.690
379;2014-04-01;131.150;26.253
380;2014-04-02;98.590;32.149
381;2014-04-03;92.260;29.906
382;2014-04-04;117.740;23.437
383;2014-04-05;94.210;35.671
384;2014-04-07;120.150;23.506
385;2014-04-08;137.400;31.405
386;2014-04-10;112.610;26.917
387;2014-04-11;108.460;26.777
388;2014-04-12;105.180;20.951
389;2014-04-14;139.030;27.109
390;2014-04-15;132.410;29.420
391;2014-04-16;112.940;28.634
392;2014-04-17;116.730;27.599
393;2014-04-19;120.600;30.619
394;2014-04-20;44.930;11.982
395;2014-04-21;147.420;29.800
396;2014-04-22;127.780;30.321
397;2014-04-23;103.140;28.334
398;2014-04-24;136.220;23.719
399;2014-04-25;105.350;28.608
400;2014-04-26;120.720;25.007
401;2014-04-27;31.690;5.200
402;2014-04-28;108.330;30.409
403;2014-04-29;95.130;30.573
404;2014-04-30;102.820;37.654
405;2014-05-02;147.380;36.891
406;2014-05-03;145.330;35.905
407;2014-05-04;96.370;9.230
408;2014-05-05;139.050;31.918
409;2014-05-06;114.440;33.784
410;2014-05-07;105.180;33.394
411;2014-05-08;90.480;28.502
412;2014-05-09;80.730;21.628
413;2014-05-10;70.970;27.705
414;2014-05-11;52.890;5.980
415;2014-05-12;115.780;41.853
416;2014-05-13;70.000;24.508
417;2014-05-14;55.570;12.050
418;2014-05-16;151.070;31.612
419;2014-05-17;119.170;33.454
420;2014-05-18;109.120;18.980
421;2014-05-19;101.450;31.099
422;2014-05-20;105.830;41.000
423;2014-05-21;94.550;36.684
424;2014-05-22;123.310;38.681
425;2014-05-23;119.690;46.664
426;2014-05-24;103.220;35.773
427;2014-05-25;68.930;8.970
428;2014-05-26;110.310;48.346
429;2014-05-27;83.620;26.130
430;2014-05-28;147.980;33.474
431;2014-05-29;112.870;28.966
432;2014-05-30;109.700;32.152
433;2014-05-31;172.300;41.854
434;2014-06-02;124.170;40.170
435;2014-06-03;87.070;46.880
436;2014-06-04;83.070;50.484
437;2014-06-05;72.190;39.018
438;2014-06-06;99.080;39.936
439;2014-06-07;81.770;43.462
440;2014-06-09;82.340;32.145
441;2014-06-10;82.800;36.952
442;2014-06-11;99.600;26.511
443;2014-06-12;96.380;41.849
444;2014-06-13;88.040;39.290
445;2014-06-14;109.650;46.390
446;2014-06-16;92.060;37.372
447;2014-06-17;82.740;37.376
448;2014-06-18;82.790;41.040
449;2014-06-19;83.250;45.380
450;2014-06-20;132.800;45.355
451;2014-06-21;92.590;31.422
452;2014-06-23;110.490;42.830
453;2014-06-24;125.610;37.568
454;2014-06-25;125.530;42.513
455;2014-06-26;113.060;44.970
456;2014-06-27;109.660;44.688
457;2014-06-28;118.660;54.563
458;2014-06-30;93.970;43.053
459;2014-07-01;81.410;38.818
460;2014-07-02;103.710;40.201
461;2014-07-03;86.350;25.247
462;2014-07-04;98.140;29.771
463;2014-07-05;113.970;31.149
464;2014-07-06;64.250;20.800
465;2014-07-07;119.480;28.939
466;2014-07-08;166.210;31.584
467;2014-07-10;141.680;32.236
468;2014-07-11;146.190;23.930
469;2014-07-12;108.910;29.761
470;2014-07-13;100.650;22.500
471;2014-07-14;159.080;36.973
472;2014-07-15;139.770;36.143
473;2014-07-16;117.090;36.519
474;2014-07-17;148.040;46.691
475;2014-07-18;109.850;46.302
476;2014-07-19;93.790;53.470
477;2014-07-20;45.170;15.080
478;2014-07-21;164.090;53.416
479;2014-07-22;123.400;47.079
480;2014-07-23;128.880;49.724
481;2014-07-24;104.840;49.811
482;2014-07-25;116.070;46.532
483;2014-07-26;80.010;33.758
484;2014-07-31;64.000;9.360
485;2014-08-01;135.080;40.108
486;2014-08-02;135.030;34.222
487;2014-08-03;232.340;31.845
488;2014-08-04;149.870;36.427
489;2014-08-05;112.160;37.902
490;2014-08-06;159.030;30.361
491;2014-08-07;192.970;33.480
492;2014-08-08;144.130;32.046
493;2014-08-09;193.700;31.733
494;2014-08-10;151.780;24.612
495;2014-08-11;131.940;31.761
496;2014-08-12;171.420;35.529
497;2014-08-13;150.220;46.464
498;2014-08-14;179.790;39.210
499;2014-08-15;162.830;45.586
500;2014-08-16;176.520;51.598
501;2014-08-18;203.450;52.249
502;2014-08-19;171.370;43.629
503;2014-08-20;164.350;47.757
504;2014-08-21;134.970;34.528
505;2014-08-22;157.580;46.153
506;2014-08-23;179.010;49.310
507;2014-08-25;259.110;45.183
508;2014-08-26;184.540;41.382
509;2014-08-27;169.330;41.819
510;2014-08-28;164.500;37.100
511;2014-08-29;145.990;43.632
512;2014-08-30;196.190;24.788
513;2014-09-01;179.510;44.850
514;2014-09-02;129.840;37.349
515;2014-09-03;147.300;30.115
516;2014-09-04;189.630;35.889
517;2014-09-05;125.230;30.595
518;2014-09-06;119.660;26.664
519;2014-09-08;224.790;35.182
520;2014-09-09;223.880;34.904
521;2014-09-10;210.390;39.523
522;2014-09-11;185.980;40.367
523;2014-09-12;178.800;30.465
524;2014-09-13;212.940;38.260
525;2014-09-14;152.750;23.400
526;2014-09-15;183.030;33.886
527;2014-09-16;195.300;38.803
528;2014-09-17;166.070;24.338
529;2014-09-18;178.460;31.285
530;2014-09-19;182.390;34.641
531;2014-09-20;124.110;27.740
532;2014-09-21;142.310;13.780
533;2014-09-22;161.000;29.722
534;2014-09-23;193.210;30.926
535;2014-09-24;217.260;39.005
536;2014-09-25;222.920;40.625
537;2014-09-26;190.630;40.881
538;2014-09-27;171.610;40.350
539;2014-09-28;182.830;40.300
540;2014-09-29;174.380;38.562
541;2014-09-30;154.150;39.608
542;2014-10-01;146.490;39.481
543;2014-10-02;137.880;42.153
544;2014-10-03;124.910;48.381
545;2014-10-04;91.730;37.935
546;2014-10-06;115.070;34.139
547;2014-10-07;123.370;39.738
548;2014-10-08;161.710;39.297
549;2014-10-09;127.670;28.165
550;2014-10-10;101.010;20.564
551;2014-10-11;85.990;19.209
552;2014-10-12;118.050;16.900
553;2014-10-13;139.660;35.118
554;2014-10-14;134.530;36.488
555;2014-10-15;144.090;36.231
556;2014-10-16;188.860;39.345
557;2014-10-17;173.070;43.810
558;2014-10-18;117.550;49.450
559;2014-10-19;93.630;27.430
560;2014-10-20;169.420;42.722
561;2014-10-21;152.690;42.858
562;2014-10-22;164.800;46.891
563;2014-10-23;148.130;41.555
564;2014-10-24;154.300;41.401
565;2014-10-25;72.710;24.126
566;2014-10-26;233.750;20.407
567;2014-10-27;146.860;37.962
568;2014-10-28;169.350;36.618
569;2014-10-29;125.020;46.891
570;2014-10-30;120.540;40.979
571;2014-10-31;125.560;51.027
572;2014-11-01;106.640;49.237
573;2014-11-03;162.170;45.916
574;2014-11-04;129.560;45.866
575;2014-11-05;145.200;48.683
576;2014-11-06;90.840;43.347
577;2014-11-07;127.830;48.297
578;2014-11-08;102.560;39.977
579;2014-11-10;114.160;50.180
580;2014-11-11;127.770;42.608
581;2014-11-12;142.020;35.749
582;2014-11-13;169.600;41.543
583;2014-11-14;145.690;43.395
584;2014-11-15;143.380;46.045
585;2014-11-16;151.380;23.260
586;2014-11-17;146.890;35.590
587;2014-11-18;140.540;37.916
588;2014-11-19;156.580;43.640
589;2014-11-20;120.010;41.499
590;2014-11-21;176.330;46.997
591;2014-11-22;150.080;49.163
592;2014-11-24;135.430;49.254
593;2014-11-25;158.440;47.834
594;2014-11-26;161.690;48.581
595;2014-11-27;153.970;47.275
596;2014-11-28;137.440;52.191
597;2014-11-29;154.740;46.460
598;2014-12-01;122.570;50.652
599;2014-12-02;136.470;44.288
